household_id,month,household_size,region,income_group,ev_adoption_month,ev_cohort,post_adoption,months_since_adoption,avg_temperature_c,electricity_kwh
H031,2024-10-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,16,19.4,442.84
H032,2024-10-01,3,Daegu,High,2024-11-01,2024Q4,0,-1,19.4,326.95
H033,2024-10-01,1,Daegu,Middle,2024-08-01,2024Q3,1,2,19.4,345.33
H034,2024-10-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,26,19.4,339.38
H035,2024-10-01,4,Seoul,Low,,,0,,19.4,348.91
H036,2024-10-01,5,Gyeonggi,Low,,,0,,19.4,308.14
H037,2024-10-01,2,Daegu,High,2023-05-01,2023Q2,1,17,19.4,370.45
H038,2024-10-01,3,Daegu,Low,2022-10-01,2022Q4,1,24,19.4,422.07
H039,2024-10-01,4,Seoul,Middle,,,0,,19.4,391.59
H040,2024-10-01,4,Gyeonggi,Low,,,0,,19.4,375.76
H041,2024-10-01,4,Seoul,Middle,2024-04-01,2024Q2,1,6,19.4,427.88
H042,2024-10-01,3,Seoul,Middle,2024-10-01,2024Q4,1,0,19.4,380.18
H043,2024-10-01,3,Busan,Low,2024-11-01,2024Q4,0,-1,19.4,295.09
H044,2024-10-01,2,Busan,High,,,0,,19.4,241.22
H045,2024-10-01,1,Seoul,Low,,,0,,19.4,259.34
H046,2024-10-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-2,19.4,349.36
H047,2024-10-01,2,Seoul,Middle,2022-05-01,2022Q2,1,29,19.4,318.87
H048,2024-10-01,1,Seoul,Middle,2023-10-01,2023Q4,1,12,19.4,312.63
H049,2024-10-01,2,Busan,Low,,,0,,19.4,257.03
H050,2024-10-01,4,Seoul,Low,,,0,,19.4,344.19
H051,2024-10-01,2,Seoul,Middle,2023-09-01,2023Q3,1,13,19.4,442.53
H052,2024-10-01,4,Seoul,Low,,,0,,19.4,356.81
H053,2024-10-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,33,19.4,433.05
H054,2024-10-01,2,Seoul,High,2022-11-01,2022Q4,1,23,19.4,372.64
H055,2024-10-01,1,Daegu,High,2022-03-01,2022Q1,1,31,19.4,320.06
H056,2024-10-01,4,Seoul,Low,,,0,,19.4,307.49
H057,2024-10-01,4,Daegu,High,2024-02-01,2024Q1,1,8,19.4,456.54
H058,2024-10-01,2,Seoul,High,2023-06-01,2023Q2,1,16,19.4,383.16
H059,2024-10-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,29,19.4,343.63
H060,2024-10-01,2,Daegu,Middle,,,0,,19.4,286.04
H061,2024-10-01,2,Seoul,Low,,,0,,19.4,322.62
H062,2024-10-01,2,Seoul,Middle,2023-07-01,2023Q3,1,15,19.4,385.22
H063,2024-10-01,3,Seoul,Middle,,,0,,19.4,315.18
H064,2024-10-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,1,4,19.4,319.4
H065,2024-10-01,3,Seoul,Middle,2023-12-01,2023Q4,1,10,19.4,392.6
H066,2024-10-01,2,Gyeonggi,Low,,,0,,19.4,273.23
H067,2024-10-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,18,19.4,401.04
H068,2024-10-01,3,Busan,Middle,,,0,,19.4,362.88
H069,2024-10-01,2,Daegu,High,,,0,,19.4,327.35
H070,2024-10-01,2,Busan,Low,,,0,,19.4,262.04
H071,2024-10-01,2,Busan,Low,2023-10-01,2023Q4,1,12,19.4,348.03
H072,2024-10-01,4,Seoul,Middle,,,0,,19.4,318.32
H073,2024-10-01,3,Daegu,Middle,2022-07-01,2022Q3,1,27,19.4,395.36
H074,2024-10-01,2,Daegu,Low,2022-08-01,2022Q3,1,26,19.4,371.88
H075,2024-10-01,1,Daegu,Middle,,,0,,19.4,241.04
H076,2024-10-01,4,Daegu,High,,,0,,19.4,364.95
H077,2024-10-01,4,Daegu,Middle,2024-08-01,2024Q3,1,2,19.4,394.07
H078,2024-10-01,3,Busan,Middle,,,0,,19.4,264.99
H079,2024-10-01,2,Busan,Middle,2024-03-01,2024Q1,1,7,19.4,288.58
H080,2024-10-01,4,Seoul,Middle,2023-07-01,2023Q3,1,15,19.4,436.63
H081,2024-10-01,1,Daegu,Middle,2024-07-01,2024Q3,1,3,19.4,325.18
H082,2024-10-01,3,Busan,Low,2023-09-01,2023Q3,1,13,19.4,322.73
H083,2024-10-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-1,19.4,365.35
H084,2024-10-01,4,Gyeonggi,High,,,0,,19.4,388.27
H085,2024-10-01,5,Seoul,High,2023-03-01,2023Q1,1,19,19.4,463.49
H086,2024-10-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,26,19.4,414.07
H087,2024-10-01,2,Daegu,Low,,,0,,19.4,309.59
H088,2024-10-01,3,Seoul,High,2024-02-01,2024Q1,1,8,19.4,394.75
H089,2024-10-01,4,Seoul,High,2022-04-01,2022Q2,1,30,19.4,469.16
H090,2024-10-01,1,Seoul,Middle,2024-05-01,2024Q2,1,5,19.4,331.43
H091,2024-10-01,4,Gyeonggi,Middle,,,0,,19.4,399.23
H092,2024-10-01,2,Busan,Low,2023-10-01,2023Q4,1,12,19.4,340.75
H093,2024-10-01,3,Daegu,Middle,,,0,,19.4,330.27
H094,2024-10-01,3,Seoul,Middle,2024-10-01,2024Q4,1,0,19.4,393.24
H095,2024-10-01,4,Seoul,Middle,,,0,,19.4,312.09
H096,2024-10-01,2,Daegu,High,2023-11-01,2023Q4,1,11,19.4,421.44
H097,2024-10-01,4,Daegu,Middle,,,0,,19.4,299.62
H098,2024-10-01,2,Daegu,Middle,,,0,,19.4,284.85
H099,2024-10-01,3,Busan,High,,,0,,19.4,311.43
H100,2024-10-01,2,Daegu,Middle,,,0,,19.4,252.12
H101,2024-10-01,2,Daegu,High,,,0,,19.4,317.88
H102,2024-10-01,2,Busan,Middle,,,0,,19.4,289.2
H103,2024-10-01,2,Gyeonggi,Middle,,,0,,19.4,247.76
H104,2024-10-01,3,Daegu,Middle,2023-04-01,2023Q2,1,18,19.4,429.65
H105,2024-10-01,3,Gyeonggi,Middle,,,0,,19.4,319.55
H106,2024-10-01,3,Busan,Middle,,,0,,19.4,298.52
H107,2024-10-01,2,Gyeonggi,Low,,,0,,19.4,239.57
H108,2024-10-01,4,Gyeonggi,Low,,,0,,19.4,360.13
H109,2024-10-01,2,Busan,High,2023-01-01,2023Q1,1,21,19.4,352.63
H110,2024-10-01,4,Gyeonggi,Low,,,0,,19.4,300.66
H111,2024-10-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,1,14,19.4,408.82
H112,2024-10-01,3,Busan,Low,2023-02-01,2023Q1,1,20,19.4,417.09
H113,2024-10-01,4,Daegu,Middle,2024-05-01,2024Q2,1,5,19.4,333.38
H114,2024-10-01,1,Gyeonggi,Low,,,0,,19.4,201.75
H115,2024-10-01,3,Gyeonggi,High,2024-07-01,2024Q3,1,3,19.4,362.87
H116,2024-10-01,2,Seoul,Middle,,,0,,19.4,338.54
H117,2024-10-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,1,8,19.4,421.69
H118,2024-10-01,2,Daegu,Middle,,,0,,19.4,275.91
H119,2024-10-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,29,19.4,394.7
H120,2024-10-01,4,Gyeonggi,Middle,,,0,,19.4,411.94
H001,2024-11-01,3,Seoul,Middle,2024-09-01,2024Q3,1,2,12.15,425.79
H002,2024-11-01,1,Daegu,Low,2022-09-01,2022Q3,1,26,12.15,363.17
H003,2024-11-01,3,Gyeonggi,Middle,,,0,,12.15,300.0
H004,2024-11-01,2,Seoul,High,2023-06-01,2023Q2,1,17,12.15,369.07
H005,2024-11-01,2,Gyeonggi,High,2023-10-01,2023Q4,1,13,12.15,390.98
H006,2024-11-01,2,Seoul,Middle,,,0,,12.15,280.09
H007,2024-11-01,5,Daegu,Low,,,0,,12.15,371.38
H008,2024-11-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,30,12.15,447.14
H009,2024-11-01,5,Gyeonggi,High,,,0,,12.15,350.46
H010,2024-11-01,2,Busan,Low,2024-11-01,2024Q4,1,0,12.15,383.2
H011,2024-11-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-1,12.15,248.4
H012,2024-11-01,3,Busan,High,,,0,,12.15,357.42
H013,2024-11-01,2,Seoul,High,,,0,,12.15,316.33
H014,2024-11-01,3,Busan,Low,,,0,,12.15,335.74
H015,2024-11-01,4,Daegu,Low,,,0,,12.15,363.34
H016,2024-11-01,4,Daegu,High,2022-03-01,2022Q1,1,32,12.15,495.01
H017,2024-11-01,3,Seoul,High,2024-07-01,2024Q3,1,4,12.15,469.72
H018,2024-11-01,3,Daegu,Middle,,,0,,12.15,351.73
H019,2024-11-01,3,Seoul,Middle,,,0,,12.15,385.34
H020,2024-11-01,4,Busan,Low,,,0,,12.15,382.83
H021,2024-11-01,3,Busan,High,2024-05-01,2024Q2,1,6,12.15,431.03
H022,2024-11-01,4,Gyeonggi,Low,,,0,,12.15,359.9
H023,2024-11-01,3,Seoul,Middle,2023-04-01,2023Q2,1,19,12.15,425.08
H024,2024-11-01,1,Seoul,Low,,,0,,12.15,244.17
H025,2024-11-01,1,Gyeonggi,Low,2024-07-01,2024Q3,1,4,12.15,316.56
H026,2024-11-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,1,0,12.15,470.83
H027,2024-11-01,2,Daegu,Low,,,0,,12.15,254.41
H028,2024-11-01,2,Gyeonggi,Low,,,0,,12.15,296.53
H029,2024-11-01,1,Seoul,High,2024-08-01,2024Q3,1,3,12.15,411.19
H030,2024-11-01,2,Gyeonggi,Middle,,,0,,12.15,266.87
H031,2024-11-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,17,12.15,456.36
H032,2024-11-01,3,Daegu,High,2024-11-01,2024Q4,1,0,12.15,406.81
H033,2024-11-01,1,Daegu,Middle,2024-08-01,2024Q3,1,3,12.15,370.24
H034,2024-11-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,27,12.15,326.36
H035,2024-11-01,4,Seoul,Low,,,0,,12.15,366.86
H036,2024-11-01,5,Gyeonggi,Low,,,0,,12.15,375.76
H037,2024-11-01,2,Daegu,High,2023-05-01,2023Q2,1,18,12.15,390.71
H038,2024-11-01,3,Daegu,Low,2022-10-01,2022Q4,1,25,12.15,443.47
H039,2024-11-01,4,Seoul,Middle,,,0,,12.15,385.32
H040,2024-11-01,4,Gyeonggi,Low,,,0,,12.15,377.39
H041,2024-11-01,4,Seoul,Middle,2024-04-01,2024Q2,1,7,12.15,406.37
H042,2024-11-01,3,Seoul,Middle,2024-10-01,2024Q4,1,1,12.15,399.17
H043,2024-11-01,3,Busan,Low,2024-11-01,2024Q4,1,0,12.15,434.99
H044,2024-11-01,2,Busan,High,,,0,,12.15,289.47
H045,2024-11-01,1,Seoul,Low,,,0,,12.15,236.73
H046,2024-11-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-1,12.15,400.81
H047,2024-11-01,2,Seoul,Middle,2022-05-01,2022Q2,1,30,12.15,330.68
H048,2024-11-01,1,Seoul,Middle,2023-10-01,2023Q4,1,13,12.15,314.0
H049,2024-11-01,2,Busan,Low,,,0,,12.15,240.15
H050,2024-11-01,4,Seoul,Low,,,0,,12.15,302.44
H051,2024-11-01,2,Seoul,Middle,2023-09-01,2023Q3,1,14,12.15,444.45
H052,2024-11-01,4,Seoul,Low,,,0,,12.15,368.29
H053,2024-11-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,34,12.15,414.95
H054,2024-11-01,2,Seoul,High,2022-11-01,2022Q4,1,24,12.15,374.08
H055,2024-11-01,1,Daegu,High,2022-03-01,2022Q1,1,32,12.15,387.13
H056,2024-11-01,4,Seoul,Low,,,0,,12.15,314.86
H057,2024-11-01,4,Daegu,High,2024-02-01,2024Q1,1,9,12.15,511.93
H058,2024-11-01,2,Seoul,High,2023-06-01,2023Q2,1,17,12.15,369.83
H059,2024-11-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,30,12.15,395.58
H060,2024-11-01,2,Daegu,Middle,,,0,,12.15,257.04
H061,2024-11-01,2,Seoul,Low,,,0,,12.15,342.29
H062,2024-11-01,2,Seoul,Middle,2023-07-01,2023Q3,1,16,12.15,402.4
H063,2024-11-01,3,Seoul,Middle,,,0,,12.15,317.09
H064,2024-11-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,1,5,12.15,307.24
H065,2024-11-01,3,Seoul,Middle,2023-12-01,2023Q4,1,11,12.15,433.86
H066,2024-11-01,2,Gyeonggi,Low,,,0,,12.15,297.43
H067,2024-11-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,19,12.15,369.67
H068,2024-11-01,3,Busan,Middle,,,0,,12.15,323.28
H069,2024-11-01,2,Daegu,High,,,0,,12.15,332.89
H070,2024-11-01,2,Busan,Low,,,0,,12.15,281.55
H071,2024-11-01,2,Busan,Low,2023-10-01,2023Q4,1,13,12.15,382.86
H072,2024-11-01,4,Seoul,Middle,,,0,,12.15,359.56
H073,2024-11-01,3,Daegu,Middle,2022-07-01,2022Q3,1,28,12.15,461.24
H074,2024-11-01,2,Daegu,Low,2022-08-01,2022Q3,1,27,12.15,379.22
H075,2024-11-01,1,Daegu,Middle,,,0,,12.15,303.05
H076,2024-11-01,4,Daegu,High,,,0,,12.15,334.54
H077,2024-11-01,4,Daegu,Middle,2024-08-01,2024Q3,1,3,12.15,441.77
H078,2024-11-01,3,Busan,Middle,,,0,,12.15,288.32
H079,2024-11-01,2,Busan,Middle,2024-03-01,2024Q1,1,8,12.15,365.9
H080,2024-11-01,4,Seoul,Middle,2023-07-01,2023Q3,1,16,12.15,455.22
H081,2024-11-01,1,Daegu,Middle,2024-07-01,2024Q3,1,4,12.15,366.1
H082,2024-11-01,3,Busan,Low,2023-09-01,2023Q3,1,14,12.15,357.93
H083,2024-11-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,1,0,12.15,391.81
H084,2024-11-01,4,Gyeonggi,High,,,0,,12.15,420.83
H085,2024-11-01,5,Seoul,High,2023-03-01,2023Q1,1,20,12.15,506.85
H086,2024-11-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,27,12.15,448.33
H087,2024-11-01,2,Daegu,Low,,,0,,12.15,300.37
H088,2024-11-01,3,Seoul,High,2024-02-01,2024Q1,1,9,12.15,471.21
H089,2024-11-01,4,Seoul,High,2022-04-01,2022Q2,1,31,12.15,483.94
H090,2024-11-01,1,Seoul,Middle,2024-05-01,2024Q2,1,6,12.15,375.44
H091,2024-11-01,4,Gyeonggi,Middle,,,0,,12.15,407.17
H092,2024-11-01,2,Busan,Low,2023-10-01,2023Q4,1,13,12.15,397.79
H093,2024-11-01,3,Daegu,Middle,,,0,,12.15,282.55
H094,2024-11-01,3,Seoul,Middle,2024-10-01,2024Q4,1,1,12.15,371.81
H095,2024-11-01,4,Seoul,Middle,,,0,,12.15,347.19
H096,2024-11-01,2,Daegu,High,2023-11-01,2023Q4,1,12,12.15,408.54
H097,2024-11-01,4,Daegu,Middle,,,0,,12.15,309.05
H098,2024-11-01,2,Daegu,Middle,,,0,,12.15,344.88
H099,2024-11-01,3,Busan,High,,,0,,12.15,325.75
H100,2024-11-01,2,Daegu,Middle,,,0,,12.15,293.9
H101,2024-11-01,2,Daegu,High,,,0,,12.15,328.02
H102,2024-11-01,2,Busan,Middle,,,0,,12.15,297.06
H103,2024-11-01,2,Gyeonggi,Middle,,,0,,12.15,208.17
H104,2024-11-01,3,Daegu,Middle,2023-04-01,2023Q2,1,19,12.15,373.05
H105,2024-11-01,3,Gyeonggi,Middle,,,0,,12.15,300.76
H106,2024-11-01,3,Busan,Middle,,,0,,12.15,357.28
H107,2024-11-01,2,Gyeonggi,Low,,,0,,12.15,277.3
H108,2024-11-01,4,Gyeonggi,Low,,,0,,12.15,356.49
H109,2024-11-01,2,Busan,High,2023-01-01,2023Q1,1,22,12.15,458.09
H110,2024-11-01,4,Gyeonggi,Low,,,0,,12.15,331.58
H111,2024-11-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,1,15,12.15,433.47
H112,2024-11-01,3,Busan,Low,2023-02-01,2023Q1,1,21,12.15,396.31
H113,2024-11-01,4,Daegu,Middle,2024-05-01,2024Q2,1,6,12.15,383.11
H114,2024-11-01,1,Gyeonggi,Low,,,0,,12.15,226.49
H115,2024-11-01,3,Gyeonggi,High,2024-07-01,2024Q3,1,4,12.15,378.26
H116,2024-11-01,2,Seoul,Middle,,,0,,12.15,330.34
H117,2024-11-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,1,9,12.15,453.53
H118,2024-11-01,2,Daegu,Middle,,,0,,12.15,291.83
H119,2024-11-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,30,12.15,380.41
H120,2024-11-01,4,Gyeonggi,Middle,,,0,,12.15,428.14
H001,2024-12-01,3,Seoul,Middle,2024-09-01,2024Q3,1,3,10.3,396.21
H002,2024-12-01,1,Daegu,Low,2022-09-01,2022Q3,1,27,10.3,378.07
H003,2024-12-01,3,Gyeonggi,Middle,,,0,,10.3,308.31
H004,2024-12-01,2,Seoul,High,2023-06-01,2023Q2,1,18,10.3,381.46
H005,2024-12-01,2,Gyeonggi,High,2023-10-01,2023Q4,1,14,10.3,374.88
H006,2024-12-01,2,Seoul,Middle,,,0,,10.3,357.54
H007,2024-12-01,5,Daegu,Low,,,0,,10.3,360.27
H008,2024-12-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,31,10.3,456.06
H009,2024-12-01,5,Gyeonggi,High,,,0,,10.3,369.84
H010,2024-12-01,2,Busan,Low,2024-11-01,2024Q4,1,1,10.3,322.75
H011,2024-12-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,1,0,10.3,396.59
H012,2024-12-01,3,Busan,High,,,0,,10.3,330.51
H013,2024-12-01,2,Seoul,High,,,0,,10.3,294.36
H014,2024-12-01,3,Busan,Low,,,0,,10.3,350.4
H015,2024-12-01,4,Daegu,Low,,,0,,10.3,376.19
H016,2024-12-01,4,Daegu,High,2022-03-01,2022Q1,1,33,10.3,494.7
H017,2024-12-01,3,Seoul,High,2024-07-01,2024Q3,1,5,10.3,474.48
H018,2024-12-01,3,Daegu,Middle,,,0,,10.3,316.31
H019,2024-12-01,3,Seoul,Middle,,,0,,10.3,389.41
H020,2024-12-01,4,Busan,Low,,,0,,10.3,345.26
H021,2024-12-01,3,Busan,High,2024-05-01,2024Q2,1,7,10.3,464.92
H022,2024-12-01,4,Gyeonggi,Low,,,0,,10.3,317.33
H023,2024-12-01,3,Seoul,Middle,2023-04-01,2023Q2,1,20,10.3,421.79
H024,2024-12-01,1,Seoul,Low,,,0,,10.3,253.32
H025,2024-12-01,1,Gyeonggi,Low,2024-07-01,2024Q3,1,5,10.3,306.31
H026,2024-12-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,1,1,10.3,466.08
H027,2024-12-01,2,Daegu,Low,,,0,,10.3,319.97
H028,2024-12-01,2,Gyeonggi,Low,,,0,,10.3,314.65
H029,2024-12-01,1,Seoul,High,2024-08-01,2024Q3,1,4,10.3,386.62
H030,2024-12-01,2,Gyeonggi,Middle,,,0,,10.3,292.96
H031,2024-12-01,3,Gyeonggi,High,2023-06-01,2023Q2,1,18,10.3,486.02
H032,2024-12-01,3,Daegu,High,2024-11-01,2024Q4,1,1,10.3,375.96
H033,2024-12-01,1,Daegu,Middle,2024-08-01,2024Q3,1,4,10.3,318.66
H034,2024-12-01,1,Gyeonggi,Low,2022-08-01,2022Q3,1,28,10.3,389.08
H035,2024-12-01,4,Seoul,Low,,,0,,10.3,343.76
H036,2024-12-01,5,Gyeonggi,Low,,,0,,10.3,425.91
H037,2024-12-01,2,Daegu,High,2023-05-01,2023Q2,1,19,10.3,415.57
H038,2024-12-01,3,Daegu,Low,2022-10-01,2022Q4,1,26,10.3,426.87
H039,2024-12-01,4,Seoul,Middle,,,0,,10.3,398.84
H040,2024-12-01,4,Gyeonggi,Low,,,0,,10.3,351.26
H041,2024-12-01,4,Seoul,Middle,2024-04-01,2024Q2,1,8,10.3,454.53
H042,2024-12-01,3,Seoul,Middle,2024-10-01,2024Q4,1,2,10.3,445.73
H043,2024-12-01,3,Busan,Low,2024-11-01,2024Q4,1,1,10.3,416.35
H044,2024-12-01,2,Busan,High,,,0,,10.3,283.82
H045,2024-12-01,1,Seoul,Low,,,0,,10.3,303.51
H046,2024-12-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,1,0,10.3,427.47
H047,2024-12-01,2,Seoul,Middle,2022-05-01,2022Q2,1,31,10.3,346.95
H048,2024-12-01,1,Seoul,Middle,2023-10-01,2023Q4,1,14,10.3,358.55
H049,2024-12-01,2,Busan,Low,,,0,,10.3,307.19
H050,2024-12-01,4,Seoul,Low,,,0,,10.3,307.68
H051,2024-12-01,2,Seoul,Middle,2023-09-01,2023Q3,1,15,10.3,467.25
H052,2024-12-01,4,Seoul,Low,,,0,,10.3,388.92
H053,2024-12-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,35,10.3,406.61
H054,2024-12-01,2,Seoul,High,2022-11-01,2022Q4,1,25,10.3,417.07
H055,2024-12-01,1,Daegu,High,2022-03-01,2022Q1,1,33,10.3,377.04
H056,2024-12-01,4,Seoul,Low,,,0,,10.3,255.54
H057,2024-12-01,4,Daegu,High,2024-02-01,2024Q1,1,10,10.3,513.28
H058,2024-12-01,2,Seoul,High,2023-06-01,2023Q2,1,18,10.3,347.45
H059,2024-12-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,31,10.3,372.24
H060,2024-12-01,2,Daegu,Middle,,,0,,10.3,259.03
H061,2024-12-01,2,Seoul,Low,,,0,,10.3,291.9
H062,2024-12-01,2,Seoul,Middle,2023-07-01,2023Q3,1,17,10.3,423.78
H063,2024-12-01,3,Seoul,Middle,,,0,,10.3,336.08
H064,2024-12-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,1,6,10.3,320.99
H065,2024-12-01,3,Seoul,Middle,2023-12-01,2023Q4,1,12,10.3,416.9
H066,2024-12-01,2,Gyeonggi,Low,,,0,,10.3,320.42
H067,2024-12-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,1,20,10.3,427.03
H068,2024-12-01,3,Busan,Middle,,,0,,10.3,364.16
H069,2024-12-01,2,Daegu,High,,,0,,10.3,328.52
H070,2024-12-01,2,Busan,Low,,,0,,10.3,248.84
H071,2024-12-01,2,Busan,Low,2023-10-01,2023Q4,1,14,10.3,398.67
H072,2024-12-01,4,Seoul,Middle,,,0,,10.3,386.76
H073,2024-12-01,3,Daegu,Middle,2022-07-01,2022Q3,1,29,10.3,411.99
H074,2024-12-01,2,Daegu,Low,2022-08-01,2022Q3,1,28,10.3,404.29
H075,2024-12-01,1,Daegu,Middle,,,0,,10.3,318.54
H076,2024-12-01,4,Daegu,High,,,0,,10.3,383.49
H077,2024-12-01,4,Daegu,Middle,2024-08-01,2024Q3,1,4,10.3,376.94
H078,2024-12-01,3,Busan,Middle,,,0,,10.3,278.17
H079,2024-12-01,2,Busan,Middle,2024-03-01,2024Q1,1,9,10.3,394.23
H080,2024-12-01,4,Seoul,Middle,2023-07-01,2023Q3,1,17,10.3,417.58
H081,2024-12-01,1,Daegu,Middle,2024-07-01,2024Q3,1,5,10.3,384.79
H082,2024-12-01,3,Busan,Low,2023-09-01,2023Q3,1,15,10.3,326.49
H083,2024-12-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,1,1,10.3,442.42
H084,2024-12-01,4,Gyeonggi,High,,,0,,10.3,389.6
H085,2024-12-01,5,Seoul,High,2023-03-01,2023Q1,1,21,10.3,436.24
H086,2024-12-01,4,Gyeonggi,Low,2022-08-01,2022Q3,1,28,10.3,436.78
H087,2024-12-01,2,Daegu,Low,,,0,,10.3,314.29
H088,2024-12-01,3,Seoul,High,2024-02-01,2024Q1,1,10,10.3,472.37
H089,2024-12-01,4,Seoul,High,2022-04-01,2022Q2,1,32,10.3,508.09
H090,2024-12-01,1,Seoul,Middle,2024-05-01,2024Q2,1,7,10.3,321.01
H091,2024-12-01,4,Gyeonggi,Middle,,,0,,10.3,408.78
H092,2024-12-01,2,Busan,Low,2023-10-01,2023Q4,1,14,10.3,396.83
H093,2024-12-01,3,Daegu,Middle,,,0,,10.3,351.25
H094,2024-12-01,3,Seoul,Middle,2024-10-01,2024Q4,1,2,10.3,447.31
H095,2024-12-01,4,Seoul,Middle,,,0,,10.3,391.61
H096,2024-12-01,2,Daegu,High,2023-11-01,2023Q4,1,13,10.3,407.44
H097,2024-12-01,4,Daegu,Middle,,,0,,10.3,337.22
H098,2024-12-01,2,Daegu,Middle,,,0,,10.3,376.54
H099,2024-12-01,3,Busan,High,,,0,,10.3,380.02
H100,2024-12-01,2,Daegu,Middle,,,0,,10.3,280.52
H101,2024-12-01,2,Daegu,High,,,0,,10.3,292.51
H102,2024-12-01,2,Busan,Middle,,,0,,10.3,275.26
H103,2024-12-01,2,Gyeonggi,Middle,,,0,,10.3,289.57
H104,2024-12-01,3,Daegu,Middle,2023-04-01,2023Q2,1,20,10.3,425.27
H105,2024-12-01,3,Gyeonggi,Middle,,,0,,10.3,312.68
H106,2024-12-01,3,Busan,Middle,,,0,,10.3,300.67
H107,2024-12-01,2,Gyeonggi,Low,,,0,,10.3,284.06
H108,2024-12-01,4,Gyeonggi,Low,,,0,,10.3,381.98
H109,2024-12-01,2,Busan,High,2023-01-01,2023Q1,1,23,10.3,417.68
H110,2024-12-01,4,Gyeonggi,Low,,,0,,10.3,351.13
H111,2024-12-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,1,16,10.3,392.08
H112,2024-12-01,3,Busan,Low,2023-02-01,2023Q1,1,22,10.3,441.92
H113,2024-12-01,4,Daegu,Middle,2024-05-01,2024Q2,1,7,10.3,443.33
H114,2024-12-01,1,Gyeonggi,Low,,,0,,10.3,282.9
H115,2024-12-01,3,Gyeonggi,High,2024-07-01,2024Q3,1,5,10.3,352.62
H116,2024-12-01,2,Seoul,Middle,,,0,,10.3,362.02
H117,2024-12-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,1,10,10.3,448.56
H118,2024-12-01,2,Daegu,Middle,,,0,,10.3,324.11
H119,2024-12-01,2,Gyeonggi,Low,2022-05-01,2022Q2,1,31,10.3,412.2
H120,2024-12-01,4,Gyeonggi,Middle,,,0,,10.3,435.19
H001,2025-01-01,3,Seoul,Middle,2024-09-01,2024Q3,1,4,3.62,460.25
H002,2025-01-01,1,Daegu,Low,2022-09-01,2022Q3,1,28,3.62,376.02
H003,2025-01-01,3,Gyeonggi,Middle,,,0,,3.62,313.31
H004,2025-01-01,2,Seoul,High,2023-06-01,2023Q2,1,19,3.62,384.45
H005,2025-01-01,2,Gyeonggi,High,2023-10-01,2023Q4,1,15,3.62,417.44
H006,2025-01-01,2,Seoul,Middle,,,0,,3.62,337.04
H007,2025-01-01,5,Daegu,Low,,,0,,3.62,345.8
H008,2025-01-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,32,3.62,453.4
H009,2025-01-01,5,Gyeonggi,High,,,0,,3.62,395.37
H010,2025-01-01,2,Busan,Low,2024-11-01,2024Q4,1,2,3.62,370.5
H011,2025-01-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,1,1,3.62,335.68
H012,2025-01-01,3,Busan,High,,,0,,3.62,358.78
H013,2025-01-01,2,Seoul,High,,,0,,3.62,327.31
H014,2025-01-01,3,Busan,Low,,,0,,3.62,317.66
H015,2025-01-01,4,Daegu,Low,,,0,,3.62,392.95
H016,2025-01-01,4,Daegu,High,2022-03-01,2022Q1,1,34,3.62,461.29
